Feature ID	domain	phyla	class	order	family	genus	specie
a6403cc4635bf5216e10d8724763fb72	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
2dbeb9e3b59e5bfd1c008959d535fd97	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__SAR11_clade	 f__Clade_II	 g__Clade_II	
b1f00398b32f78b8c92f1ab8e16ad096	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__OM60(NOR5)_clade	
2642343a2567f686a47409e8d7b7e17e	d__Archaea	 p__Thermoplasmatota	 c__Thermoplasmata	 o__Marine_Group_II	 f__Marine_Group_II	 g__Marine_Group_II	
0e1ecf529a93e4ecf3288da68e9ab5dc	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__NS2b_marine_group	
3d852410f44d21c92c9c55fbbb25187e	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Microcystaceae	 g__Atelocyanobacterium_(UCYN-A)	 s__Candidatus_Atelocyanobacterium
8f74e4cc2d6d6dc1df50371bff74264f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__SAR11_clade	 f__Clade_II	 g__Clade_II	
74b94f99c51829b580207ea643fa9cbf	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__NS9_marine_group	
a9ce13a82b8a0f2674ec8b0aa7f1e2f0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__NS5_marine_group	
02a24115232b57750fdad54e4e4333eb	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__S25-593	 g__S25-593	 s__uncultured_marine
0abb6666e8f0d09f0ce54c11ed157a2f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__OM182_clade	 f__OM182_clade	 g__OM182_clade	
86e8116c0a8a11ce964083ac8537e791	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__uncultured_bacterium
69940d4eeda0ce7097996a04e968b827	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Bradymonadales	 f__Bradymonadales	 g__Bradymonadales	 s__uncultured_delta
a9e0d10f5c0f540e81ac84e271b8f39d	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Mantoniella_squamata
c584e7240cf6ac212d12ff08214c2606	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__NS2b_marine_group	
9cba04c3054aeda77098f8abbe8cf426	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__AEGEAN-169_marine_group	 g__AEGEAN-169_marine_group	
f75a7ff2740c7af21f310955d1fe0528	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiomicrospirales	 f__Thioglobaceae	 g__SUP05_cluster	 s__uncultured_marine
a91d00ff54a57a7e0b4f1e19e86c72ef	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__IS-44	 s__uncultured_marine
b687f78006c3bc2fcba9e35760141edd	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Marinoscillum	 s__marine_metagenome
7ccc421c48b6fadc19dbb3bbc7865525	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__UBA10353_marine_group	 f__UBA10353_marine_group	 g__UBA10353_marine_group	
1f5f6c986b8cca05d92f6718a51239bf	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
7d252938dc9274396c45a06fbe7121a4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Parvibaculales	 f__OCS116_clade	 g__OCS116_clade	
f39351c86593ce6653ab1ff7b6d83055	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_marine
6aee81bf54ab33be7e1c011db321bb98	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__NS3a_marine_group	 s__uncultured_bacterium
b04e593b1de829250215bfd016de4d48	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Defluviicoccales	 f__uncultured	 g__uncultured	
